file,line,type,commit,author,date,time,timezone,datetime,depth,length
index.html,4,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,20
index.html,5,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,68
index.html,6,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,53
index.html,7,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,38
index.html,8,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,0,5
index.html,9,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,0,4
index.html,10,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,8
index.html,11,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,17
index.html,12,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,40
index.html,13,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,38
index.html,14,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,39
index.html,15,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,62
index.html,16,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,8
index.html,17,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,7
index.html,18,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,22
index.html,19,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,26
index.html,20,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,8
index.html,21,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,0,0
index.html,22,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,7
index.html,23,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,4,27
index.html,24,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,4,28
index.html,25,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,8
index.html,26,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,0,0
index.html,27,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,0,0
index.html,28,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,18
index.html,29,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,2,4
index.html,30,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,4,22
index.html,31,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,4,15
index.html,32,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,4,83
index.html,33,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,6,71
index.html,34,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,6,71
index.html,35,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,6,62
index.html,36,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,6,62
index.html,37,html,00000000,Not Committed Yet,2025-11-07,19:43:42,-08:00,2025-11-07T19:43:42-08:00,6,44
